id;language;source;text
1788;ca; la vaga del sindicat indepe per xavier sarda es igual el que diguem de la preso preventiva o si pensem que hi va haver o no violencia perque no som adeptes som uns merdetes de sense patria ;the strike of the indepe indefinite for Sardinian Javier is the same as what we say of the preventive prisoner or if we think that there was or not violence because we are not adept we are some crap of homeland
1789;es;propondre un gobierno que ponga barcelona por encima de todo quiero que volvamos a ilusionarnos con la ciudad y a hablar de los problemas de la gente estimobcn lo explico en elperiodico ;I will propose a government that puts Barcelona above all I want that we return to delude ourselves with the city and to talk about the problems of the people I think I explain in the newspaper
1790;ca;des de q vam denunciar retallades i desquadrament del pressupost gpisarello no ha aportat cap prova per desmentir ho nomes un informe de fitch contra qui van presentar al querella per criminales maniobras aqui ho explica amb jaumeasens ;since we reported cuts and clearing of the budget gpisarello has not provided any evidence to deny only a fitch report against those who submitted to the lawsuit for criminal maneuvers that explains it with jaumeasens
1791;ca;des de madrid colpit la solidaritat de tots amb les victimes i families i tots els que volem fraternitat entre tots els ciutadans del mon ;from Madrid put the solidarity of all with the victims and families and all those who want fraternity among all the citizens of the world
1792;es;ciutadanscs en la edicion de la bbfw referente internacional del sector una feria repleta de inspiracion creaciones de vanguardia e innovacion firabarcelona ;ciutadanscs in the edition of the bbfw international reference of the sector a fair full of inspiration creations of vanguard and innovation firabarcelona
1793;ca;l unica garantia es l organitzacio antifeixista barri a barri poble a poble en el sentit mes ampli des d organitzar se per defensar els drets mes basics per a tothom habitatge treball serveis publics fins a fer front a la presencia del feixisme al carrer ;The only guarantee is the anti-fascist neighborhood organization in a neighborhood town to town in the broadest sense of organizing itself to defend the most basic rights for all housing housing public services work to face the presence of street fascism
1794;ca;la cistelleria germanes garcia carrer banys nous al barri gotic penja el cartell de liquidacio la pressio turistica segueix matant els barris decreixementturistic ;the sisters sisters garcia street new baths in the Gothic quarter hangs the liquidation poster the tourist pressure continues to kill the decreixementturistic districts
1795;es;los gestos precipitados de adacolau no van a resolver la contaminacion en bcn el peaje urbano no es una solucion milagrosa necesitamos con urgencia un acuerdo que consolide la circulacion alternativa los transportes publicos gratuitos o el vehiculo electrico ;the hasty gestures of adacolau are not going to solve the contamination in bcn the urban toll is not a miraculous solution we urgently need an agreement that consolidates the alternative circulation the free public transports or the electric vehicle
1796;ca;consternats per les consequencies de l incendi d aquest mati a un pis de les corts el nostre suport i condol a familiars i amics de les victimes seguim de prop la situacio dels veins i veines de l edifici afectat ;dismayed by the consequences of the fire of this morning at a court floor, our support and condolences to relatives and friends of the victims we closely monitor the situation of the veins of the building affected
1797;es;pedir al ciudadano consumidor que compre un producto que no existe un dni catalan sin ninguna validez la linea que separa el engano de la estafa es muy fina ;ask the consumer to buy a product that does not exist a Catalan ID without any validity the line that separates the deceit from the scam is very fine
1798;ca;al teatre de sarria presentacio d escrits de preso de quimforn llarguissims crits de llibertat amb artur mas laura masvidal i carmecrs ;in the theater of sarria presentation of writings of prisoner of fireworks long crying of freedom with artur mas laura masvidal and carmecrs
1799;es;educacion educacion educacion y mas educacion eduquemos en valores y habremos puesto un pilar muy solido para combatir las desigualdades los estereotipos y el machismo ;educacion educacion educacion y mas educacion educate in values and we will have put a very solid pillar to combat inequalities stereotypes and machismo
1800;ca;fa uns dies en una entrevista em van preguntar si el parc de la ciutadella era el central park de barcelona jo crec que el gran parc barceloni es collserola malgrat que la ciutat sempre ;a few days ago in an interview I was asked if the park of the citadel was the central park of barcelona, I think that the great park of Barcelona is collapsing despite the fact that the city always
1801;es;empiezo a preguntarme donde esta el limite de la demagogia la manipulacion y el titular sensacionalista sin contenido en la politica ;I begin to wonder where is the limit of demagogy manipulation and sensationalist headline without content in politics
1802;ca; en la nostra beneida ciutat sempre hi ha motius per estar apassionat fem bogeries si aixi ens ho imposa el nostre temperament pero que no siguin mesquines que almenys estiguin orientades per un sentiment de grandesa joan maragall sentit de grandesa bcn sense limits ;In our blessed city there are always reasons to be passionate we make madness if our temperament is imposed on us, but that they are not flimsy that at least they are oriented by a sense of greatness. Joan Maragall, sense of greatness, bcn, without limits.
1803;es;joan lopez alegre cuan peligroso es viajar a lledoners para canonizar a jun ;joan lopez cheerful how dangerous it is to travel to lledoners to canonize to jun
1804;ca;ser socia d omnium no es delicte es un orgull per les lluites compartides endavantcuixart omnium jcuixart ;Being a partner of Omnium is not a crime. It is a pride for the shared struggles. Forward, Omnium Jcuixart
1805;ca;la meva solidaritat amb el poble de galicia i tots els afectats pels incendis hem ofert el maxim suport i col laboracio des dels bomberscat;my solidarity with the people of Galicia and all those affected by the fires we have offered the maximum support and collaboration from the bomberscat
1806;ca;aigues de barcelona afirma que un de rebaixa en el preu del servei no te sentit tecnic per mantenir la qualitat del servei i l atencio als usuaris agbar fa negoci amb un recurs de totes i ha estat sancionada per negar se a donar informacio sobre inversions tarifes o sous ;aigues de barcelona claims that a discount on the price of the service does not make sense to maintain the quality of the service and customer service Agbar makes business with a resource of all and has been sanctioned to deny whether to give information on investments rates or salaries
1807;ca; alfredbosch hem d explicar al mon que aquests son uns judicis injustos son judicis politics no hi va haver violencia s han vulnerat drets fonamentals ;Alfredbosch we have to explain to the world that these are unjust judgments are political trials there was no violence they have violated fundamental rights
1808;es; descarta otro pacto con bcn en comu la respuesta facil es si sin embargo opta por una respuesta q no responde la pregunta el gobierno de concentracion no es lo q ya propone valls la respuesta es si pero el intenta vincular a valls con vox increible ;discards another pact with bcn in comu the easy answer is if nevertheless opts for a response that does not answer the question the government of concentration is not what valls proposes the answer is yes but he tries to link to valls with incredible vox
1809;ca;moltes felicitats a la sonia pulido per aquest merescut premi al gran cartell de la merce ;Many congratulations to the polished sound for this well-deserved prize for the great merce poster
1810;ca;aquest vespre a banyoles seguim fent campanya pel si sialmillorpais pdecatplaestany lluiscostabella roviroladolors ;this evening at banyoles we continue to campaign for the sialmillorpais pdecatplaestany lluiscostabella roviroladolors
1811;ca;avui mes que mai es un orgull ser soci d omnium amb tu de president gracies jcuixart pel teu exemple valentia i coratge endavantcuixart ;Today, more than ever, it is a pride to be a member of Omnium with you as president, thanks jcuixart for your brave example and courage later on
1812;ca;broten alternatives entre les esquerdes de la barcelona asfaltada i alienada a santantoni avui es primavera ;There are alternatives between the cracks of Barcelona asphalted and alienated to santantoni today is spring
1813;es;para sanchezcastejon la obligacion de todo gobierno es tachan mantenerse en el ppopular pensamos que es servir a los espanoles con la maxima diligencia por eso no todos los politicos somos iguales ;for sanchezcastejon the obligation of every government is tachan to stay in the ppopular we think it is to serve the Spanish with the maximum diligence so not all politicians are equal
1814;ca;entrega de premis dibuixem la merce felicitats als premiats i a barnacentre per l organitzacio com sempre acte emotiu i ple de magia ;Awards delivery we draw mercy congratulations to the winners and entertain for the organization as always an emotional and full of magic
1815;ca;continua l assemblea de taxistes a placa catalunya encara no hi ha urnes per votar la proposta de la generalitat taxibcn ;continues the assembly of taxi drivers to plaque catalunya there are still no ballots to vote for the proposal of the tax office
1816;ca;des d avui elnacionalcat em publicara una serie d escrits en que intentare transmetre una visio mes intima i personal del judici que comenca dema al tribunal suprem el primer el podeu llegir aqui sota gracies ;since today, the nationalist will publish a series of writings in which I will try to convey an intimate and personal view of the trial that begins with the Supreme Court, the first one you can read here below.
1817;ca;al camp nou amb gabrielrufian els amics junts des de la rivalitat i la passio respectiva visca el fcbarcelona ;to the new field with gabrielrufian the friends together from the rivalry and the respective passio lives the fcbarcelona
1818;en;today fellow meps visited us colleagues from all over europe that cannot understand how we can be in jail for organizing a referendum they ask for our charges to be dropped europe continues to be part of the solution ;today fellow meps visited us colleagues from all over europe that cannot understand how we can be in jail for organizing a referendum they ask for our charges to be dropped europe continues to be part of the solution 
1819;ca;molt emocionat veient l exit de la manifestacio de madrid molt molt important haver la fet i haver la fet tal com va ser concebuda amb estelades al carrer de caracter festiu i reivindicatiu i acompanyats de gent d arreu d espanya gracies assemblea i omnium ;very excited seeing the exit of the manifestation of madrid very important to have done and to have done it as it was conceived with street stars on festive and protestive character and accompanied by people from all over Spain thanks to the assembly and omnium
1820;ca;amb l unic vot contrari del pp i c s bcn acorda treure honors i distincions a severiano martinez anido governador civil entre i va ser responsable de l assassinat d desenes d treballadors i d una figura molt estimada a la ciutat el regidor i advocat francesc layret ;with the only opposite vote of the pp. bcn, he agreed to take honors and distinctions to severiano martinez anido civil governor between and was responsible for the murder of dozens of workers and a well-liked figure in the city the councilor and lawyer Francesc Lay
1821;ca;exacte de la mateixa manera que per entrar a la nasa el que es valora es la intel ligencia i no pel fet de no poder optar hi ens considerem discriminats ;exact in the same way that to enter the nasa, what is valued is intelligence and not because we can not choose it we consider ourselves discriminated against
1822;es;hace un siglo era asesinada en berlin rosaluxemburg socialista feminista republicana antimilitarista antiautoritaria internacionalista muchas virtudes juntas en una de las figuras mas lucidas mas queridas mas tragicas y mas inspiradoras de la tradicion emancipatoria ;a century ago was murdered in berlin rosaluxemburg socialist feminist republican antimilitarist anti-authoritarian internationalist many virtues together in one of the most treasured figures more beloved tragic and more inspiring emancipatory tradition
1823;es;aqui miquel puig comentando que hay quien dice que el euro es una losa siempre he defendido lo contrario ;here miquel puig commenting that there are people who say that the euro is a slab I have always defended the opposite
1824;es;este mediodia se ha celebrado la presentacion de la candidatura del mejor alcalde que ha tenido puede tener y tendra castelldefels mucha suerte manureyeslopez yoconmanu ;this noon has been celebrated the presentation of the candidacy of the best mayor who has had can and will have castelldefels good luck manureyeslopez yoconmanu
1825;ca;tot el suport a joan melenchom i a la cupbarcelona el feixisme no es pot blanquejar i l odi se l ha de combatre arreu ;all support for joan melenchom and the cupbarcelona fascism can not be whitewashed and hatred must be fought everywhere
1826;ca;els amics de rhgcat la radio del meu barri m han regalat la millor samarreta del mon soc d horta moltes gracies pel regal i per l acollida feu una gran feina pel districte ;rhgcat friends the radio in my neighborhood has given me the best shirt in the world of dirt, thank you very much for the gift and for your welcome, do a great job by the district
1827;ca;al cececebe la txellbonet presenta la sessio de debat sobre art i ciencia amb paualsina roger malina gunalan nadajaran i karin ohlenechager en el marc de la biennal ciutaticiencia ;cececebe la txellbonet presents the discussion session on art and science with paualsina roger malina gunalan nadajaran and karin ohlenechager within the framework of the biennial ciutaticiencia
1828;ca;finalment tenim solucio positiva i definitiva pel cap raval el cap al cub tothom hi guanya salut macba cccb i ajuntament i especialment els veins i veines comencem immediatament el proces per disposar del nou cap que el barri necessita amb urgencia maxima som hi ja ;finally we have a positive and definitive solution at the head of the head in the cube everyone gains macba cccb health and city council and especially the neighbors we immediately begin the process to have the new boss that the neighborhood needs with maximum urgency we are already
1829;es; veinticinco millones de euros para hacer justicia a la gesta de magallanes y elcano ;twenty-five million euros to do justice to the deed of magallanes and elcano
1830;es;interesante la conexion colusion arte y ciencia que plantea el programa collide de artsatcern que pronto se vera en cececebe en su programa de quaticacccb ;interesting the connection art and science collusion that raises the program collide de artsatcern that soon will be seen in cececebe in its program of quaticacccb
1831;ca;grupobpopular d dos anys lluitant x dacio monica i negociacio vostra es nul la popularresponde estafadors bancopopular daciopermonica;two-year-old group of people struggling dacio monica and negotiation your is void, the popular one is responsible for dopoopomonic bankers
1832;es;la lluvia de millones se quedo en nubarron durante todo el estado licito obra publica por solo millones cuando los presupuestos preveian ya podeis seguir prometiendo humo ;the rain of millions remained in clouds throughout the state licit public works for only millions when the budgets foreseen and you can keep promising smoke
1833;es;el govern teme el descontrol de grupos radicales como los cdr ultima hora de cataluna ;the government fears the lack of control of radical groups such as the cdr cataluna last hour
1834;ca;a madrid amb ernesturtasun miguelurban adacolau skakeller gabizimmermep portem la veu d un centenar d eurodiputats es al suprem per denunciar davant d europa la persecucio dels nostres adversaris politics i de jcuixart ;in madrid with ernesturtasun miguelurban adacolau skakeller gabizimmermep we bring the voice of a hundred MEPs to the supreme party to report to Europe against the persecution of our political and jcuixart opponents
1835;ca;hem presentat el mauc hi hem treballat molt i el projecte te l ambicio que ens cal ;We have presented the bunch we have worked hard and the project has the ambition that we need
1836;ca;totestarelacionat ara mateix a barcelona hi ha un conflicte entre el cap del raval nord i el patriciat que controla el macba i mante la ciutat ocupada monarquia godo bancs no se n parla aqui us explico de que va al detall i aqui el titular ;There is a conflict between the head of the northern raval and the patrician that controls the macba and keeps the city occupied monarchy. godo banks do not speak here I tell you that it goes to detail and here the owner
1837;ca;avui ha estat un d aquells dies que et remouen escoltar la veu d en junqueras traspassant els murs de lledoners m ha emocionat molt ens ha emocionat molt t estimem oriol ;Today has been one of those days that keep you from listening to the voice of junkies by crossing the walls of lledoners. I have moved a lot. We have been very excited. We love oriol.
1838;ca;ajudar la gent aquesta ha de ser la prioritat immediata del govern a partir del d l apagada energetica del es inadmissible ;Helping people this must be the immediate priority of the government as of the energy outage dl is unacceptable
1839;es;casado defiende los valores de la legion solo le falta gritar muera la inteligencia viva la muerte millan astray orgulloso de el ;married defends the values of the legion just need to scream die live intelligence death millan astray proud of the
1840;ca;gracies a l equip del faqs la gent volem debats on poder raonar sense idees propies i admetent les banalitats del nacionalisme mesetari ens costara construir el pais de llibertat justicia prosperitat i benestar que anhelen es una questio de lluita pero tambe d idees ;thanks to the faqs team, people want debate where they can reason without their own ideas and admitting the banalities of mesetarian nationalism will cost us to build the country of freedom justice prosperity and welfare they crave is a quest for struggle but also ideas
1841;ca;l ex rector de la upc gabriel ferrate sorpren tothom ensenyant diaris murals de finals dels anys de les facultats d arquitectura i enginyeria on els estudiants denunciaven la repressio i els assassinats franquistes pelldegallina ;The former rector of the upc gabriel ferrate surprised everyone by showing murals by the end of the years of the faculties of architecture and engineering where students denounced the repression and Francoist murders pelldegallina
1842;es;acto de concesion de la medalla de oro de la ciudad a jordi herralde anos de anagramaeditor anos de olfato criterio buen gusto en la seleccion de autores y de riesgo inteligente en los temas a impulsar ;award ceremony of the gold medal of the city to jordi herralde years of anagramaeditor years of smell criterion good taste in the selection of authors and intelligent risk in the topics to promote
1843;ca;amb la greu problematica d habitatge que pateix bcn fer negoci o mantenir buides vivendes destinades a un us social no nomes es il legal es immoral per aixo actuem per evitar el frau en l habitatge protegit una accio pionera a catalunya ;With the serious problem of housing that suffers from bcn doing business or keeping empty homes destined for a social use not only is illegal is immoral for this we act to avoid fraud in the protected housing a pioneering action in catalonia
1844;ca;assemblea anual de l oidpoidp en marxa dins de la conferencia oidp avui a debat una agenda per la democracia local ;annual assembly of l oidpoidp underway in the conference today, debate today on an agenda for local democracy
1845;ca;la vicepresidenta del parlament europeu explica perque tajani censura la conferencia de krls i quimtorraipla ;the European Parliament vice president explains why tajani censors the conference of krls i quimorraipla
1846;ca;el judici que ha comencat al ts es un judici politic i perque si o perque no hi reflexiono al meu article a eltempscat el temps jaume alonso cuevillas a les portes d un judici politic ;the trial that has begun the ts is a political judgment and because if or why I do not reflect on my article in the meantime, it is time for Alonso Alonso to take a political trial
1847;ca;unitscat perd un gran actiu amb la marxa d alexandrepons gracies per la teva amistat ;Unitcat loses a great asset with the departure of alexandrepons thanks for your friendship
1848;es;no os enfadeis pero en la epoca de las fakenews esperaba mas debate y reflexion sobre que el periodismo y que periodismo necesitamos que varios punados de hilos de tuits;do not get angry but at the time of the fakenews I expected more debate and reflection on journalism and journalism that we need several handfuls of tweet threads
1849;ca;neguit a l ambaixada espanyola pel suport creixent a portugal als presos politics catalans ;denied to the Spanish embassy for the growing support in Portugal of Catalan political prisoners
1850;ca;permeteu me que ho dubti nomes dos exemples pla de rodalia mEUR executat nomes el pla d actuacions prioritaries mEUR executat nomes el ;allow me to doubt only two examples of the most recent mRNA plan implemented only the priority actions plan executed only the
1851;ca;turisme de barcelona confirma que la imatge de bcn no ha quedat malmesa despres dels fets d ahir estic una mica superada per la rigurositat de l analisi primaveracatalana;barcelona tourism confirms that the image of bcn has not been damaged after the events of yesterday I am somewhat outgrown by the rigor of the primaveracatalana analysis
1852;ca;jo hi sere yo estare catalunya espana juntssumem juntossumamos societatcc ;I will be I will be catalonia espana together we meet societycc
1853;es;un super orgullo que reconoce el trabajo duro y constante de muchos meses enhorabuena jefa ;a super pride that recognizes the hard and constant work of many months congratulations boss
1854;es; el de marzo todas a una a las justas reivindicaciones de las mujeres se les opone con inusitada fuerza un movimiento reaccionario misogino y antifeminista q analiza con rencor el progreso de mas de la mitad de la poblacion y que debemos denunciar ;the march of March all to one to the just demands of women is opposed with unusual force by a reactionary misogynist and anti-feminist movement that analyzes with grudge the progress of more than half of the population and that we must denounce
1855;es;independentismo la rebelion de los patriotas victorlapuente cataluna es mestiza y reivindicamos tambien la espana mestiza estamos hartos de exaltaciones como las de la plaza de colon no queremos mas redentores ni destructores de la patria ;independenceism the rebellion of the patriots victorlapuente cataluna is mestizo and we also claim mestiza espana we are fed up with exaltations like those of the colon plaza we do not want more redeemers or destroyers of the homeland
1856;ca;el cap de la diplomacia espanyola va dir que ja li agradaria comptar amb els recursos del diplocat no crec que als recursos del diplocat els agrades comptar amb el cap de la diplomacia espanyola;"the head of Spanish diplomacy said that I would like to have the resources of the diplomat I do not believe that the diplomat&#39;s resources would like to have the head of Spanish diplomacy"
1857;ca;eugenia parejo sobre junqueras la persona mes coherent i sensata que conec a mes de ser pacific tranquil un tros de pare i algu que sap consensuar amb gent amb idees diferents per rogertugas al naciodigital ;eugenia parejo sobre junqueras, the most coherent and sensible person I know, besides being quietly peaceful, a piece of father and someone who knows how to reach consensus with people with different ideas for rogertugas at the natal age
1858;es;parece facil ofrezcan estabilidad politica institucional y economica abandonen la idea de la republica la agencia tributaria y los gobiernos en el falso exilio y todos volveran a casa nadie se fue por capricho ;It seems easy to offer institutional and economic political stability abandon the idea of the republic the tax agency and the governments in the false exile and everyone will go home no one left on a whim
1859;ca;endavant per barcelona gracies alfredbosch ho farem junts treballarem i si ho fem be guanyarem ;Going forward to Barcelona thanks alfredbosch we will do it together we will work and if we do it we will win
1860;es; cataluna no es eslovenia cataluna es espana por eso sr torra le vamos a destituir no te pierdas la ultima puesta en su sitio de nuestro portavoz alejandrotgn a quimtorra en el parlament ppcatalunya ppbarcelona ;cataluna is not slovenia cataluna is espana so sr torra we are going to dismiss you do not miss the last put in place of our spokesman alejandrotgn a quimtorra in the parlament ppcatalunya ppbarcelona
1861;ca;crec en aquella politica que porta els debats dels carrers a les institucions crec en aquesta democracia endavant forcadellcarme ;I believe in that politics that brings the debates of the streets to the institutions I believe in this democracy forward forcadellcarme
1862;es;en el parque de la guineueta con pscnoubarris y entidades andaluzas en catalunya hemos asistido a la ofrenda floral a blas infante padre de la patria andaluza tierra hermana de barcelona lo explico en este video ;in the park of the guineueta with pscnoubarris and Andalusian entities in catalunya we have attended the floral offering to blas infant father of the Andalusian homeland sister of barcelona I explain in this video
1863;es;un estudio de los servicio legales del bundestag senala como legalmente cuestionable el reconocimiento de guaido como presidente de venezuela ;a study of the legal services of the bundestag indicates as legally questionable the recognition of guaido as president of venezuela
1864;ca;fa mes de deu anys que conec carlesescola i jmosunalopez no ens dedicavem a la politica institucional i ens vam arromangar avui he estat amb ells fent balanc dels seus governs a cerdanyola i ripollet i compartint horitzons de futur endavant alcaldes ;"For more than ten years I have been acquainted with carleschool and jmosunalopez. We did not dedicate ourselves to institutional politics and we got up today. I&#39;ve been with them by balancing their governments in Cerdanyola and Ripollet and sharing future horizons future mayors."
1865;es;empezamos el pleno de diciembre de ciutatvella bcn nuestra apuesta por la seguridad la movilidad el comercio y el civismo stopcolau yopp ;we started the full December of ciutatvella bcn our commitment to security mobility commerce and civics stopcolau yopp
1866;en;we are already waiting for you dear comrades sera un gran evento ya vereis iratxegarper fjavilopez psoe ;we are already waiting for you dear comrades sera un gran evento ya vereis iratxegarper fjavilopez psoe 
1867;ca; e dia de vagadefam tothom te dret a ser escoltat publicament i amb justicia per un tribunal independent i imparcial art de la decl unvsl de drets humans exigim que s apliqui llibertat es sentir vos a l altra banda i saber que no estem sols ;Every day, everybody has the right to be publicly and fairly heard by an independent and impartial tribunal of the human rights decree, we demand that freedom be applied to feel to the other side and to know that we are not alone
1868;ca;la justicia es igual para todos llibertatpresespolitiques llibertatpresospolitics ;justice is the same for all freedom from political press freedom
1869;es;gran tribuna de emmanuelmacron es la hoja de ruta para todos lo que creen en un renacimiento europeo frente a los nacionalismos y a los populismos elecciones m por un renacimiento europeo opinion el pais ;grand tribune of emmanuelmacron is the road map for all who believe in a European renaissance in the face of nationalisms and populisms m elections for a European renaissance opinion the country
1870;ca;una noticia trista que ens fa lamentar una victima mortal el meu condol als seus familiars i tot el suport als ferits i als afectats per aquest accident terrible els equips d emergencies del govern treballen per ajudar los ;a sad news that makes us lament a deadly victim my condolences to his relatives and all the support to the injured and those affected by this terrible accident the government emergency teams work to help the
1871;ca;tarda de taules obertes a bcnescapital acabada la discussio per grups obrim les comportes per posar en comu les conclusions urbanisme i mobilitat participacio i medi ambient quin luxe i quantes bones idees i quanta generositat de tothom mil gracies als qui heu vingut ;afternoon of tables open to bcnescapital finished the discussion for groups we open the gates to put together the conclusions urbanism and mobility participation and environment what luxury and how many good ideas and how much generosity of everyone a thousand thanks to those who have come
1872;ca;crec que elsaartadi confon realisme amb conformisme sembla obvi que no es pot negociar res amb normalitat democratica mentre vivim una vulneracio de drets que ens afecta a tots i totes ;I think the Aaradians confuse realism with conformism. It seems obvious that we can not negotiate anything with democratic normality while we are experiencing a violation of rights that affects us all
1873;es;ens recorda anna balletbo com veia la maria aurelia capmany la vida yo no quiero ser famosa quiero ser popular impagable fcampalans anymacapmany ;remember me anna balletbo com veia la aia aurelia capmany life I do not want to be famous I want to be popular unpayable fcampalans anymacapmany
1874;ca;gracies dolcacatalunya pel suport incondicional sou la llum de molts catalans lliures de separatisme ;Thank you Dolcacatalunya for the unconditional support you are the light of many Catalans free of separatism
1875;es;alberto fernandez pp ratifica una denuncia por cesion de datos el o y pide investigar al ayuntamiento lavanguardia ;alberto fernandez pp ratifies a complaint by cession of data the oy asks to investigate the city council lavanguardia
1876;ca;perdoneu pero en tot cas les qui s haurien de sentir ofeses son les empleades del sexe ;sorry but in any case who should feel offended are the employees of sex
1877;es;lectura imprescindible sobre los metodos manipulacion e intimidacion del separatismo ;essential reading on the manipulation and intimidation methods of separatism
1878;es;el desconcierto de europa por richard n haass lavanguardia y a europa no le queda otra opcion que confrontar su desconcierto practicamente sola ;the bewilderment of europe by richard n haass lavanguardia and to europe has no other option than to confront its confusion practically alone
1879;es;hoy hemos reiterado el apoyo de bcn a campsoscar y la tripulacion de openarmsfund no existe tramite administrativo que justifique la posibilidad de perder vidas en el mar por este motivo he escrito personalmente al ministro abalosmeco exigiendo la salida del barco ;today we have reiterated the support of bcn to campsoscar and the crew of openarmsfund there is no administrative procedure that justifies the possibility of losing lives at sea for this reason I have personally written to the Abalosmeco minister demanding the departure of the ship
1880;es;se han escrito libros y articulos sobre el relato politico del proces interesante seria conocer el relato economico no solo como se ha financiado sino el coste economico que ha supuesto para el pais para su economia sus empresas el lucro cesante ;books and articles have been written about the political story of the interesting process would be to know the economic story not only how it has been financed but the economic cost that has meant for the country for its economy its businesses the lost profit
1881;ca;la coordinadora catalana de fundacions ccatfundacions celebra el seu e aniversari fundacions associades de tots els ambits el missatge q transmeten es clar lesfundacionshofempossible ;the Catalan coordinator of foundations ccatfundacions celebrates its anniversary, associated foundations of all the ambits, the message that conveyed clearly thefundationspossible
1882;ca;recomano video testimoni llegat pasqual maragall llegatpm en aquesta ocasio amb ernestmaragall catalunyaeuropa ;I recommend video legalizing bequeath legalized maragall legatpm on this occasion with ernestmaragall catalunyaeuropa
1883;ca;en jordialapreso es un gran lider politic i moral estic molt content i agrait del seu compromis la cridanacional esta en molt bones mans en les de dones i homes que no es rendiran ni es conformaran ni buscaran la comoditat faran mes solids els camins de la republica ;in jordialapreso is a great political and moral leader I am very happy and grateful for his commitment the striking is in very good hands in those of women and men who will not surrender or settle or seek comfort will make the roads of the republic more solid
1884;ca;avui som a madrid per fer costat en junqueras i tot el que representa un desig de llibertat i justicia que no el pot apagar cap tribunal ;Today we are in Madrid to take part in junkeries and everything that represents a desire for freedom and justice can not be turned off by any court
1885;es;mas que nunca necesitamos la voz de felipe gonzalez la voz de un hombre de estado ;more than ever we need the voice of felipe gonzalez the voice of a man of state
1886;ca; museus i centres culturals de la ciutat i localitats properes obren avui gratis fins a la matinada ;Museums and cultural centers of the city and nearby towns open today for free until dawn
1887;es;he visto al demonio escupir a venezuela he visto al tirano quemar comida y medicinas mientras el pueblo muere de hambre y desatencion he visto a los armados atacar a los voluntarios pacificos soy testigo en mi columna de lasprovincias ;I have seen the devil spit on Venezuela I have seen the tyrant burn food and medicine while the people die of hunger and inattention I have seen the armed attack the peaceful volunteers I witness in my column of the provinces
1888;ca;hi ha uns quants carrers paetonalitzats a barcelona les pacificacions funcionen quan confien en el comerc i el patrimoni la ciutat futura sense contaminacio o cotxes per tot arreu ;There are several paetonalized streets in Barcelona. The pacifications work when they trust the business and heritage of the future city without pollution or cars everywhere
1889;ca;son un independentista pragmatic perque crec que la causa exigeix molta sang freda sobre els pressupostos i sense prou informacio m inclinava pel vot favorable pero en borrell ho posa molt dificil aquest home ho es tot menys diplomatic ;I am a pragmatic independentist because I believe that the cause demands a lot of cold blood on the budgets and without enough information, I inclined to the vote favorably but it makes it very difficult for a man to make this man everything except diplomatic
1890;ca;petits tresors que podeu trobar a l exposicio sobre kubrick del cececebe la carta de on la distribuidora columbia li comunica que la pel licula dr strangelove ha estat prohibida per la censura a portugal ;little treasures you can find in the exposition about kubrick of Cececebe, the letter from which the Colombian distributor tells you that the film strangelove has been banned by censorship in Portugal
1891;ca;gracies barbara spinelli i resta d eurodiputats que dia rere dia lluiteu pels drets civils dels ciutadans acdretscivils llibertatpresospoliticsiexiliats llibertat ;Thanks barbara spinelli and rest of MEPs who fight for the civil rights of the citizens of freedom, liberty, freedom, and freedom
1892;es;oh fuenteslojoa mil gracias de haberte leido el libro lo escribi en el siglo pasado pero la esencia del derecho civil es universal y atemporal la naturaleza humana es la misma un fuerte abrazo ;oh fuenteslojoa thank you very much for having read the book I wrote it in the last century but the essence of civil law is universal and timeless human nature is the same a strong hug
1893;ca;bases presentacio projectes al xii premi de nov dia internacional x a l eliminacio d la violencia vers les dones ;Funds presenting projects to the 12th international day award for the elimination of violence against women
1894;ca;vergonya de president del plehg impedint entrar a la sala els treballadors de tmb;shame of president of the plehg preventing entering the room the workers of tmb
1895;ca;un monjo de l abadia de montserrat denuncia la repressio del govern espanyol en una homilia rac ;a monk in the abbey of Montserrat denounces the repression of the Spanish government in a homily rac
1896;ca;aquest perfil m ha semblat precios es en cesc lacueva uixer del parlamentcat bruixoles sempre amb un somriure a punt gracies magdagregori ;"This profile has seemed to me in prices I&#39;m sorry, I&#39;m sorry, I&#39;m sorry, I&#39;m sorry, I&#39;m sorry."
1897;ca;la consequencia d acceptar unes eleccions imposades un cop d estat del feixisme no es una altra que una nova escalada de la repressio ;The consequence of accepting elections imposed once the state of fascism is nothing other than a new escalation of repression
1898;en;barcelona joins today student protests for climate action actnow fridays future fridaysforfuture ;barcelona joins today student protests for climate action actnow fridays future fridaysforfuture 
1899;ca;a londres un de tots els desplacaments es fan amb bicicleta a barcelona es un urbanistes i experts en infraestructura ciclista em diuen que es molt mes facil i segur moure s amb ;In London, one of all the trips is made by bicycle in Barcelona, it is a city planner and experts in cycling infrastructure tell me that it is much easier and safer to move around with
1900;es;hoy hemos tenido el placer de asistir al primer encuentro de asocdigitales en barcelona muchas gracias a su presidente eduardo serra y a la dir gral aliciarichart por la magnifica presentacion sobre los retos e impacto de la digitalizacion ;Today we had the pleasure of attending the first meeting of asocdigitales in barcelona, many thanks to its president eduardo serra and the director aliciarichart gral for the magnificent presentation on the challenges and impact of digitalization
1901;ca; gent normal vol dir com la que dirigeix tve la que si conve amaga el cas gurtel ;Normal people mean like the one who directs the one that if conve hides the case gurtel
