emotion;id;sentiment;source
0.7;1922;0.7;hoy con las vecinas y vecinos de gracia y sarriasg que han decidido cambiar el nombre de la calle principe de asturias por rieradecassoles el q algunos no entienden q cuando decide libremente el vecindario prefiera nombres populares que de instituciones hereditarias y anacronicas 
0.8;1923;0.8;bcn no puede resignarse a una nueva burbuja especulativa necesitamos lo mejor de nuestro talento profesional y de nuestro sector productivo para construir una alternativa economica inclusiva sostenible e inteligente un placer hablar con antongasol decano de economistescat
0.8;1924;-0.8;c s pp atacan y la fiscal general los avala ahora quieren anular el espacio publico y quot neutralizarlo quot es decir silenciarlo negarlo como espacio plural para ideas personas propuestas reivindicaciones nosotros llamamos quot libertad libertad quot ellos llaman quot represion represion quot 
0.6;1925;-0.6;que ni el proces se paga solo ni solas se compran las voluntades de todos los que se han convertido en independentistas o mirado hacia otro lado para eso la red clientelar de los pujol elecciones votoderechas boubcn separatismo cataluna 
0.5;1926;0.5;bueno me acabo de abrir una cuenta personal de instagram asi podre compartir la belleza de mis fiambreras 
0.4;1927;0.4;celebracion de la festividad de santo tomas de aquino en el acto academico de la universidad abad oliba ceu formacion y valores 
0.8;1928;0.8; sergisabria quot nos lo jugamos todo porque o ganamos o nos arrasan y ademas no se esconden han dicho que cerrarian tv que pondrian una alta inspeccion en educacion etc quot 
0.5;1929;0.5;hoy estaremos en sant boi para acompanar la candidatura guanyemsantboi a las h en cal ninyo 
0.6;1930;-0.6;cuanto mas nos acosan insultan o atropellan nuestros derechos la libertad de expresion es nuestro escudo contra su odio libertad 
0.2;1931;0.2;yo tambien me voy con manuelvalls por su experiencia como alcalde ministro y primer ministro por su valentia frente al separatismo y a la hipocresia d muchos dirigentes y por su europeismo quiero q bcn sea con el una capital europea abierta y plural 
0.8;1932;0.8;hoy viernes en marc recha y sergi lopez nos vienen a proyectar su ultima pelicula lavidalliure que emocion que ganas de conocer esta historia y que titulo mas sugerente gracias por estar ahi a los dos 
0.7;1933;0.7;impresionante el gran trabajo de pedagogia y de informacion de foroprofesores frente a la propaganda gubernamental secesionista 
0.3;1934;-0.3; quot solo corres el reloj y juegas a la gallina con los medios de vida de las personas quot responde corbyn a may brexit
0.8;1935;0.8;hoy hago anos es el segundo aniversario que celebro en una carcel de madrid lejos de todo lo que quiero muchisimas gracias a todos los que me estais felicitando por estar ahi por el apoyo que representa y que me hace vivir el dia con esperanza y convencido de que juntos somos capaces de todo
0.4;1936;-0.4;todo mi respeto por este chico que aplasta un huevo en la cabeza de un senador australiano que culpaba la comunidad musulmana de haber provocado la masacre de nueva zelanda actitud y antifascismo 
0.2;1937;-0.2;que autoridad cree que tiene societatcc para ponerse en la boca el nombre de rosa parks organizacion que trabaja con el psoe artifice de la ley de extranjeria cie pp que la radicalizo y ahora quiere robar criaturas a migrantes o ciudadanos que quiere negar la sanidad a migrantes 
0.0;1938;0.0;esta tarde el ppbarcelona hemos apoyando al padre e hijo pequeno que fueron acosados y empujados por separatistas mientras quitaban lazos amarillos alli me entero de que ayer ha habido otra agresion en alella por lo mismo sanchezcastejon para esto ya libertad 
0.9;1939;-0.9;queremos una europa que de cuerpo a su alma social reconstruir una europa justa que proteja a sus ciudadanos garantice condiciones laborales dignas y servicios publicos de calidad y una europa que combata la desigualdad una verdadera amenaza para nuestras democracias 
0.7;1940;-0.7; quot el exilio seria muy poco efectivo si no hubiera la represion del estado que se demuestra con la carcel y sin el exilio la carcel tendria un altavoz menos al final es una moneda de doble cara que se ha equilibrado quot eltempscat llibertatpresospoliticsiexiliats
0.9;1941;-0.9;esta decision es inaceptable para la ciudad de barcelona que acaba de ser designada capital de la movilidad barcelona debe dar ejemplo promoviendo nuevas formas de movilidad e impulsando una reconversion equilibrada uber y cabify dejan barcelona 
0.0;1942;0.0;este sabado presentamos en barcelona las candidaturas de juntsxcat tu que puedes ir ve alli para mi y tambien en nombre de todos los presos politicos y los exiliados absolucion freetothom
0.2;1943;0.2;con la vagadefam sufriremos por ellos que sepa el mundo que ambos fueron propuestos para presidir cataluna y el estado les nego poder ejercer sus derechos politicos todo el apoyo a su accion ya las movilizaciones que espero se produciran
0.9;1944;-0.9; quot los turistas que entran por error los que durante la noche se han pasado con el vino de mesa y ahora no se ven de ninguna ojo vuelven a salir enseguida y buscan refugio en una pizzeria o un de estos locales con aspecto de after y olor a lejia quot 
0.7;1945;-0.7;crecen un los delitos en barcelona este dato es preocupante porque ademas confirma una tendencia que hay que revertir con medidas de seguridad por supuesto y con planificacion y transversalidad de las acciones
0.6;1946;0.6;ha sido un placer volver al rcdestadium para vivir en persona el ambiente del rcdespanyol realmadrid aunque ha sido un partido dificil para los blanco y azules animo a los pericos para el resto de laliga 
0.1;1947;0.1; quot si los socialdemocratas europeos quieren volver al poder necesitan re descubrir y usar el vocabulario de la politica de la posibilidad sobre todo necesitan explicar a los votantes como es posible otra globalizacion quot a traves de dreunicegoes socialeurope
0.1;1948;-0.1;este es el alcalde y por eso no dude ni un segundo cuando me propuso sumarme a la aventura barcelona es capital y esto acaba de empezar el cruce de barcelona via elnacionalcat
0.6;1949;0.6;en la reunion de hoy del grup de trabajo de vecindad sur de epforeignaff hemos tenido un interesante intercambio de opiniones con itxasdo sobre el estado del proceso de paz en oriente medio muchos retos para seguir trabajando desde la ue por la paz en israel palestina 
0.4;1950;-0.4;el proceso judicial por los insultos racistas a vuelo ryanair seguira adelante en espana gracias a denuncia bcnajuntament fiscalia ha abierto diligencias no vamos a parar hasta q se repare a la victima y se tomen medidas pq hechos como este no se repitan
0.9;1951;-0.9; los hombres de iglesia han de comportarse como ciudadanos esta es la respuesta a la pregunta de jordievole sobre la obligacion d la iglesia de pagar el ibi si no cumplen una funcion social directa tambien escuelas que cobren cuotas por ejemplo las concertadas salvadospapa
0.8;1952;0.8;se constituye el consejo asesor del coambcat apostando por un futuro sostenible y velando por la profesion y el medio ambiente 
0.4;1953;-0.4;reivindicar la europa de la gente desde la memoria antifascista manana vamos a estar en madrid con el instituto m presentando la a edicion en castellano de las memorias de altiero spinelli con idoiavr enricjuliana belottieu 
0.5;1954;0.5; pueden las areas protegidas incorporar la adaptacion climatechange en su planificacion jueves trabajaremos como en europarc 
0.3;1955;-0.3;aun resuena la voz grave y sabia del anorado modesto especialmente cuando advertia de los riesgos que amenazan la pervivencia de nuestra lengua las lenguas pueden sobrevivir a pesar de las leyes que las prohiben pero no si sus hablantes dejan de usarla 
0.8;1956;-0.8;queremos un gobierno en el estado que no se arrugue ante las grandes multinacionales y luche contra el fraude fiscal a bcn hemos demostrado que solo era cuestion de valentia politica 
0.7;1957;-0.7;la cup basa sus intervenciones en el manifiesto comunista y parte del gobierno de colau collboni asienten de forma complice stopcolau 
0.7;1958;0.7;necesitamos que los parlamentos funcionen con perspectiva de genero en todos los ambitos y particularmente en el desarrollo legislativo hoy hablamos a sentitcritic con blancaderiquer iwd 
0.8;1959;-0.8;los violentos solo ven y quieren violencia no nos defendemos acusamos espana joacuso 
0.2;1960;-0.2; no conoces la propuesta del ppopular de blindajefiscal del ahorro pablocasado proximo presidente del gobierno te la cuenta en solo un minuto 
0.9;1961;-0.9;de nuevo europa en juego ahora en suecia la xenofobia no puede tener lugar en la democracia europea pero solo lo conseguiremos conquistando todo los hitos de la equidad y el respeto a la diferencia no queremos la extrema derecha ni en suecia ni en ninguna parte de europa hacemos fuera tambien en cataluna
0.7;1962;-0.7;c s denuncia a torrent y a los miembros de la mesa del parlament favorables a la mocion de la cup que reitera el proposito de romper el marco constitucional y estatutario 
0.8;1963;-0.8;maduro es un usurpador no se le puede poner en el mismo plano que a jguaido uno y otro no tienen nada que negociar no hay plazos que el presidente legitimo provisional de venezuela convoque elecciones cualquier otro pasteleo ofende a la democracia y a las victimas del tirano
0.6;1964;-0.6;ayer debatimos tambien sobre la situacion en argelia la ue debe escuchar y acompanar a las calles de argel para una transicion que evite una simple sustitucion en falso del poder 
0.7;1965;0.7;detras del abogado mas brillante q he conocido nunca se esconde una historia de vida trepidante lea esta entrevista de sentitcritic a boyeg 
0.9;1966;0.9;felicitaciones campeones gironafc felicitaciones tambien a la alcaldesa martamadrenas y al ex alcalde krls
0.9;1967;-0.9;os mando un articulo q me han pedido sobre los hechos del y de septiembre en el parlamento las leyes de la verguenza democratica y juridica tribune les lois de la honte democratique et juridique 
0.6;1968;-0.6;espero que manana se garantice el derecho y la libertad de ir a trabajar adacolau y quimtorraipla son los responsables de lo que hagan los cdr manana boubcn huelga 
0.2;1969;0.2;preocupada por las consecuencias del accidente entre dos autobuses en la diagonal deseo una pronta recuperacion de los heridos 
0.7;1970;0.7;la legislatura del no en cataluna demanda unidad politica inteligente inteligente y amable y la sonrisa convencido de la gran mayoria social del pais
0.3;1971;0.3;en la buena direccion convencion partidopopular espanaenlibertad 
0.8;1972;0.8;el diariara ha publicado hoy un magnifico suplemento de paginas sobre la bienal ciutaticiencia que quiere poner la ciencia al alcance de todos a este link puede descargar el pdf
0.9;1973;-0.9;arrimadas va a waterloo a decirle a puigdemont que la republica no existe pero no se atrevio a presentarse a la investidura ni a presentar una mocion de censura contra torra nunca una victoria sirvio para tan poco 
0.1;1974;-0.1;comienza cargado de esperanzas e incertidumbres no podremos elegir todo lo q nos pase pero si podemos elegir como afrontar cada nuevo reto hagamoslo con la mejor version de nosotros mismos con empatia en lugar de crueldad valorando mas lo q nos une q lo q nos separa bonany 
0.8;1975;0.8;en la fiesta del socio de la agrupacion sardanista el ideal de clave de les roquetes con un magnifico concierto de la copla selvatanaco noubarris sardanes
0.0;1976;0.0;barcelona ya tiene el aprobada definitivamente la obligacion de destinar el de los pisos nuevos en vivienda asequible gana el derecho a la vivienda pierde la especulacion gracias por hacerlo posible pahbcn sindicatlloguer favbcn observadesc assbarrists hola x 
0.4;1977;0.4;vamos campeones vuestro voto y el de miles de espanoles as mas cuenta y mucho el m todxs a las urnas para hacer escuchar vuestra voz alta y clara en bruselas y estrasburgo 
0.9;1978;-0.9;en que pais se comentan las ordenes de prision a las recepciones de la fiesta nacional verguenza 
0.9;1979;0.9;excelente resumen y analisis del curso politico en cataluna dictadura de la minoria independentista radical articulo de anton costas via elperiodico
0.8;1980;-0.8;para ello necesitan banderas tan grandes y centrar el debate en la unidad territorial para que no se hable de como tienen abandonado al pueblo que tanto dicen defender exodo 
0.3;1981;0.3;mesas abiertas en las aulas del centro civico del convento de san agustin hoy urbanismo movilidad medio ambiente y participacion hagase voluntarios a
0.7;1982;0.7;mi discurso de hoy en el parlamento europeo sobre el apagon en venezuela he dicho que maduro es la metafora de la muerte para su pueblo y que europa debe respaldar cualquier decision de jguaido para echar al tirano luz y libertad para vivir ya 
0.5;1983;0.5;aqui os dejo el articulo sobre catalanismo y autogobierno que publique hace unos dias en el primer numero de elmondedema
0.1;1984;-0.1;el peaje de congestion para liberar la ciudad de coches y el aire de contaminacion es la medida mas importante y efectiva que podemos tomar pero el gobierno colau dice que no que favorece a los ricos 
0.9;1985;-0.9;camino de madrid el dia despues de la manifestacion de la verguenza y el dia antes del inicio del juicio de la falsedad y la ignominia libertad y democracia el unico orden del dia con barcelona a la cabeza hoy a las h entrevista a espejopublico 
0.4;1986;-0.4;comida con apartur para conocer la realidad del sector de los apartamentos turisticos hemos hablado de la profesionalizacion del servicio la lucha contra los apartamentos ilegales y la potenciacion de un turismo que apueste por la proximidad 
0.8;1987;-0.8;el regimen de tajani impide que los eurodiputados puedan invitar a un presidente elegido democraticamente a dar una peligrosa charla una prueba mas de que la ue institucional cada dia es menos atractiva espero que los ciudadanos de la ue le echen el de mayo 
0.3;1988;-0.3;esta verbena de san juan disfruta con precaucion para no hacerte ni hacer dano a nadie vigila todo los ninos y sigue estos consejos para tener todos un revetllasegura buena fiesta a todos 
0.0;1989;0.0;elecciones europeas vs elecciones autonomicas alguien que aun le crea 
0.5;1990;0.5;pepe rubianes han pasado ya anos desde que te fuiste como nos gustaria que estuvieras por aqui han vuelto los dinosaurios y tu sabrias explicarlo mejor que nadie 
0.0;1991;0.0;negociar la autodeterminacion es como desayunar ninos crudos seguro que en anueonu piensan lo mismo 
0.8;1992;0.8;gracias angelrosdomingo por tu trabajo durante los ultimos anos en el ajuntamentdelleida has liderado un proyecto reexit hacer de lleida una ciudad justa prospera bonita aunque y mucha suerte en el futuro 
0.6;1993;0.6;consumismo contaminacion cambio climatico y masificacion turistica utilizar el concepto quot crucero quot significa esto tv cat super toxictour novaterminalno
0.3;1994;0.3;los radicales y violentos independentistas han vuelto a colgar munecos ahorcados que simulan a politicos que estan en contra de su pensamiento unico separatista no vamos a rendirnos ante sus amenazas nadie nos va a echar de nuestra tierra cataluna 
0.3;1995;-0.3;un concejal no puede fiar todo a la movilizacion vecinal para intentar salvar in extremis cosas que el ayuntamiento del que el forma parte deberia haber previsto y solucionado 
0.8;1996;0.8;el de mayo tenemos una gran oportunidad para participar de la politizacion de la globalizacion una politizacion que permita a la ciudadania tomar la palabra sobre las decisiones que se toman en el plano europeo y global jfalbertos imprescindible 
0.5;1997;0.5;nos vemos esta tarde en la bibliotecaroquetes para hablar con vecinas y vecinos de noubarris queremos escuchar vuestras propuestas para recuperar el distrito os espero a todas y todos recuperemosnoubarris 
0.5;1998;-0.5;a lo que tenemos derecho es a tener un govern que no malgaste nuestro dinero en mentiras y estupideces 
0.0;1999;0.0;segun el financial times ft cataluna mejor zona del sur de europa para invertir 
0.7;2000;0.7;gracias radiobarcelona para hacer la noche de reyes aun mas magica entre todas podemos hacer realidad el deseo de que ningun nino ni nina se quede sin juguete os animo a colaborar en la campana capnensj llamando al capnen 
0.1;2001;0.1;los eurodiputados siguen denunciando la situacion de las presas politicas hoy concretamente de la forcadellcarme buen trabajo de eucatdialogue llibertatpresesipresospolitics
0.7;2002;0.7;muchas gracias un inmenso honor haber contribuido a hacer academia aranesa dera lengua 
0.9;2003;-0.9;el pp de barcelona dice que el acuerdo con funerarias demuestra que la publica es innecesaria
0.0;2004;0.0;hay que acabar con la turismofobia recuperar la inversion y que barcelona vuelva a ser una ciudad de oportunidades para todos menos populismo y mas progreso eso es lo que he dicho en la camara italiana de barcelona boubcn 
0.7;2005;-0.7;desde el corazon de europa la manifestacion impresiona mucho la imagen de gente diversa pacifica y solidaria movilizada contra la injusticia es la mejor cara de europa la que personajes como antoniotajani quieren censurar llibertatpresospoliticsiexiliats freetothom
0.3;2006;-0.3;lo de hacer listas como las que proponen los de la anc no es nuevo y las consecuencias ya las conocemos todos 
0.9;2007;0.9;endavantcuixart adelante presidente de omnium hombre de cultura y paz adelante con la libertad de expresion el derecho a manifestacion y la defensa de derechos y libertades fundamentales adelante amigo jcuixart siempre adelante y una fortisima abrazo que atraviesa todos los muros 
0.5;2008;0.5;somos muchos los que hemos decidido trabajar juntos para cambiar barcelona para volver a poner la ciudad en el centro de todo y lo tenemos que hacer juntos ven este jueves a las h en el casino la alianza del pueblo nuevo como sabes yo no podre estar pero cuento contigo juntos somos mas fuertes 
0.3;2009;0.3;la sala mirador del cececebe llena para oir a jordi gracia y a jorge herralde para la presentacion del libro que recoge los anos del editor de anagramaeditor 
0.1;2010;0.1;las etiquetas ambientales generalmente intentan blanquear practicas nada respetuosas con el medio ambiente un ejemplo el oximoron turismo sostenible 
0.5;2011;-0.5;la demagogia de colau no tiene limites decir que va a solucionar los problemas del dentista en los barceloneses poniendo un servicio de dentistas para toda bcn donde viven millones de personas es electoralismo desesperado que no nos intente enganar mas stopcolau
0.5;2012;0.5; bravo por todos los barceloneses que sortean a los cdr y continuan haciendo su vida normal a pesar de la inaccion de adacolau lavidasigue boubcn jonofaigvaga f
0.2;2013;0.2;mi pesame a su familia a toda la familia del eajpnv ya euskal herria por la perdida de un gran patriota descanse en paz 
0.8;2014;0.8;la web de patrimonigencat da acceso a nuestro patrimonio de forma practica e innovadora
0.7;2015;0.7;comparto con ustedes una reflexion sobre la importancia de la gestion de los tiempos en el juicio sobre el proceso un articulo que me publica sentitcritic
0.0;2016;0.0;no sorprende los mossos protegiendo los fascistas de vox no sera la policia de un gobierno que suplica negociacion en madrid quien combatira el fascismo lo hara el antifascismo organizado en las calles nopassaran
0.0;2017;0.0;adacolau hace de cajero automatico de puigdemont regala a la generalitat de quim torra mEUR al ceder gratis el palacio de pedralbes pese a que la cesion estaba condicionada al pago de esa deuda los concejales del ppbcn los unicos en oponernos en el pleno 
0.1;2018;-0.1;eso es escandaloso el sr antoniotajani censura nuestra conferencia pero permite un evento organizado por el partido de la extrema derecha espanola vox el populismo y el nacionalismo extremo son bienvenidos en el parlamento europeo pero no el derecho a la autodeterminacion reconocido por la onu 
0.9;2019;0.9;muy recomendable esta entrevista en elpaiscultura de daniel verdu al gran pianista maurizio pollini cuenta su atraccion por chopin habla de musica contemporanea y comenta su relacion con otros grandes pianistas 
0.7;2020;0.7;semana intensa ahora en vilafranca con vilafrancaxindp esta tarde comentaremos la actualidad con en xaviergraset al mes y aprovechando ire a saludar a los grandes philmusical y oscarandreu a oscarstv 
0.2;2021;0.2;el dia de la mujer es para tomarselo muy en serio no solo es un dia de ellas ademas es por ellas y para ellas quedan muchas barreras que derribar para que la igualdad sea real y efectiva hoy es un dia en serio sin condescendencias ni sobreactuaciones masculinas 
0.8;2022;0.8;manana yo tambien estare todos estamos llamados a pensar y repensar barcelona esperitolzinelles
0.8;2023;-0.8; por que es una ofensa decir que omnium ha vuelto al derecho a decidir por que no se puede decir lo evidente que es que si vuelves al derecho a decidir dejas el independentismo como eje prioritario si esta preocupados de ampliar la base deje de quejaros hacia dentro 
0.1;2024;0.1;en marcha el observatorio ambiental de cataluna reservaos la fecha para la presentacion el proximo de abril a la ateneubcn
0.5;2025;0.5; hace anos que esta es la situacion del moll de la fusta un espacio diafano empleado de vez en cuando para ferias y espectaculos de gran formato totalmente de espaldas a las necesidades de los barrios de ciudad vieja 
0.0;2026;0.0;la alcaldesa ha pasado de ser la heroina de la supervivienda a convertirse en la juana de arco de los separatistas yendose a madrid a hacer un show mediatico y colocarse al lado de los separatistas en vez de velar por los intereses de los barceloneses 
0.8;2027;0.8;el mercat del bonpastor no puede esperar mucho mas para trasladarse al mercado nuevo y abandonar la carpa provisional hoy lo hemos visitado e intercambiado impresiones con los comerciantes sobre su presente y futuro 
0.7;2028;-0.7;aberracion democratica es tener el gobierno en la carcel y el exilio no poder escoger entre los diputados electos el presidente poner en prision un diputado durante su debate de investidura impedir que el parlamento ejerza la soberania popular
0.6;2029;-0.6;me parece que le deberias preguntar a miquelpuigrapos por que eso que dices es una tonteria ernest ahora que el puertas de numero es facil 
0.1;2030;0.1;el govern prepara el voto electronico exterior para y preve extenderlo a todos los electores lavanguardia 
0.2;2031;-0.2;lluis tuve la suerte de conocerte tu humanidad tu cercania tu emotividad dejas un gran vacio en la casa gran dep 
0.3;2032;0.3;encerts colau confia el pregon de la merced en la filosofa marina garces via elperiodico
0.7;2033;0.7;jornadaculturalmunicipal al anticteatre despues de escuchar las experiencias de madrid y valencia habla subirats quot el cambio de epoca en la que estamos le da a la cultura un peso mucho mas transversal la cultura es central para trabajar la igualdad quot 
0.8;2034;-0.8;claro porque proponer unos juegos olimpicos en barcelona es el colmo de la originalidad nunca nadie habia pensado
0.8;2035;-0.8; cada dia vox se quita su careta sus candidatos son nostalgicos del franquismo o revisionistas y homofobos que populares y ciudadanoscs digan claramente que jamas pactaran con el nacional populismo 
0.4;2036;-0.4;creo que hay una competicion entre las direcciones de los grandes medios a ver quien consigue silenciarnos de manera mas ridicula pero hacer un articulo sobre la novedad de primarias y no mencionar seleccionados se lleva el premio albertsaezc 
0.8;2037;0.8; a dia de hoy ya ha despertado una gran expectacion y es segura la presencia de numerosos observadores internacionales y de representantes de organismos defensores de los derechos humanos llibertatpresospolitics 
0.7;2038;0.7;hoy elpuntavui publica una entrevista que me ha hecho en pakoespiga muchas gracias la puede recuperar aqui 
0.4;2039;-0.4;a que llevan los referendums basados en mentiras y manipulacion irlanda del norte revela la mentira clave del brexit via elmundoes
0.6;2040;0.6;aqui harari dice q la ciencia y la tecnologia disponibles ya permiten piratear nuestro cerebro y orientarlo ideologicamente por eso importa tanto impulsar la ciencia y generar tecnologias que faciliten el contrario preservar nuestra capacidad critica 
0.6;2041;0.6;hace un ano valia hace meses hace un mes hace semana ayer a las h hace unas horas el precio esta indeciso ahora vale esta empezando a explotar la burbuja del bitcoin 
0.3;2042;0.3;hoy he subido al funicular de vallvidrera por la manana habia ido a st cugat presentar las primarias que se han de celebrar a fin de mes de febrero encabo he ido a encontrar mi 
0.6;2043;-0.6;empezamos la semana con la shoa en la cabeza y el corazon contra los fantasmas del odio que recorren el mundo volvemos a levantarnos volvemos a repetir nunca mas en ninguna parte contra nadie weremember holocaustremembrance diamemoriaholocaust
0.6;2044;-0.6;escucharte es escucharnos gracias jnndiaz por tus palabras llenas de dignidad y coraje y si estamos hartas de esta realidad que nos atenaza cada dia lucharemos sin tregua contra el hetereopatriarcat hasta conseguir una sociedad libre de violencias masclistes
0.5;2045;0.5;hoy en el barrio del besos y el maresme he compartido rato y conversacion con la asociacion de mujeres amber delgado con los comerciantes de la asociacion xavier nogues y la asociacion de vecinos de la palmera tambien visita al cd pujadas muy esfuerzo asociativo que necesita un mayor apoyo 
0.1;2046;0.1;una cortina muerta bon nadal oratorio de navidad bwv parte jauchzet regocijate arriba alaba los dias no jauchzet regocijate por johann sebastian bach
0.0;2047;0.0;los articulos de la ley de igualdad efectiva entre mujeres y hombres aprobada en el parlamento y impugnados por tc son los referidos a la prevencion del acoso sexual entre otros noesnotv 
0.3;2048;0.3;la lucha contra el cambio climatico va mas alla de fronteras y partidos politicos es una lucha en la que debemos implicarnos todos fridays future fridaysforfuture fff savetheplanet vallsbcn 
0.5;2049;-0.5; colau multa con casi tres millones de euros a dos fondos por tener pisos vacios via elpais
0.5;2050;0.5; cabalgando detras de steve bannon un buen articulo de estefaniajoaq que describe la estrategia de la derecha espanola similar a alt right y que busca desplazar el area de lo que es aceptable o no en la agenda politica obertonwindow 
0.9;2051;-0.9;ni dentista municipal ni exigir a los promotores que reserven un de vivienda asequible ni despues de no mencionar ni una sola propuesta medianamente progresista a valls ya solo le quedaba gritar como pide casado viva el rey objetivovalls
0.6;2052;-0.6;hoy con un grupo de companeros y companeras del pscbarcelona hemos visitado el nuevo mercatdesantantoni nos han explicado como ha comenzado a funcionar el projecte hemos visto que todavia no esta terminado de verdad faltan ultimos retoques y eso le impide lucir al 
0.9;2053;0.9;juntos y firmes nos falteis vosotros forcadellcarme y dolorsbassac ganaremos la libertad 
0.6;2054;-0.6;gracias por venir y denunciar la violacion de los derechos que esta ocurriendo en europa freethemall
0.2;2055;0.2;ex concejales del psc de sant celoni firman el manifiesto somos socialistas queremos trabajar por la republica catalana 
0.4;2056;-0.4;la misma derecha que se esfuerza para que no salgas de la precariedad es la que te mete en la cabeza que la inmigracion es tu competencia el racismo tiene muchas caras pero ninguna te hace mas humano
0.1;2057;0.1; quot deten este disco ya no quiero hacer eso quot de l antologia de momentos celebres d en josepborrellf
0.0;2058;0.0;irregularidades que evidencian la politizacion de los tribunales la erosion constante del estado de derecho y la degradacion de la judicatura una justicia para una democracia que se revela debil 
0.5;2059;0.5;a las h sere en este debate sobre el estado del cap raval norte y la polemica en torno al uso de la capilla de la misericordia que el macba tenia concedido para hacer un segundo espacio de exposiciones y que medicos y vecinos reclaman que se emplee para hacer el nuevo cap 
0.2;2060;0.2;ben vuelto senoria el juez santi vidal readmitido en la carrera judicial diario 
0.4;2061;0.4;estoy seguro que llegaremos al partido del d con opciones de alcanzarlos rcde 
0.4;2062;-0.4;la nuestra es una lucha pacifica a favor de la democracia plena y contra la represion la injusticia social y la vulneracion de derechos fundamentales por ello vamos a madrid que resuena la voz que quieren ignorar demostramos que somos imparables nos acompanas 
0.5;2063;0.5;derrotado en siria el imperialismo yankee vuelca su ofensiva en latinoamerica la oligarquia transnacional contra el poder popular yankeesgohome venezuelaresiste maduropresidente
0.3;2064;-0.3;hoy han atacado cobardemente el centro lgtbi inaugurado la semana pasada en barcelona el odio nunca podra vencer la barcelona abierta y que ama no nos dan miedo 
0.1;2065;0.1;la masificacion turistica ya hace tiempo que ha llegado a las baterias antiaereas ahora corre el riesgo de agravarse cuando se interviene en el espacio publico pensando en la especulacion turistica y dejando de lado el vecindario que sigue sufriendo la presencia del amianto 
0.3;2066;0.3;ponencia estrategica con las canciones de capdany ya senda jordimontanez airun queraltbadia 
0.1;2067;-0.1;los proximos meses el juicio ocupara la conversacion de nuestra politica publicada antes de que todo comience quisiera dejar algunas cosas dichas 
0.2;2068;0.2;el gobierno colau solo actua para garantizar la seguridad de los viajeros en pl cataluna desalojando el topmanta durante el mwcapital barcelona merece un gobierno mejor y con menos hipocresia lo explico a basicsbtv 
0.3;2069;-0.3;no se puede ser mas miserable vidal acusa al juez del de barcelona de hacer lo necesario fuera legal o no porque sabia que moriria 
0.5;2070;0.5;todo el apoyo alcalde animo ante un ataque impropio de una democracia plena llsais
0.4;2071;0.4;en medio del carajal se va alguien como merkel que tiene ideas claras y en la buena direccion jduch 
0.2;2072;-0.2;la eurodiputada que ha metido a puigdemont en el parlamento europeo pertenece al grupo con el que santiabascal y voxes han estado negociado en polonia estos dias para unirse en bruselas deberian poner como condicion la expulsion de los flamencos antes de entrar digo yo 
0.0;2073;0.0;hoy se ha puesto en marcha el ultimo elefante blanco de la burbuja de los el aeropuerto de murcia corvera una locura de millones de euros a pocos kilometros del aeropuerto de murcia san javier via diariolaopinion
0.3;2074;-0.3;el juez ha imputado la interventora general despues de que esta contestara que no constaban gastos de preparacion del referendum una afirmacion que considera contraria a quot las mas elementales reglas de la logica quot ahora imputara montoro que declaro el mismo
0.2;2075;0.2;colau y collboni psc discriminan a los cines aplicandoles el mismo ibi que a las salas de espectaculos pedimos que lo rebajen stopcolau 
0.6;2076;-0.6;dicen espana nos roba mientras derrochan el dinero en chiringuitos separatistas llaman revolucion de las sonrisas a senalar a los no independentistas prometen progreso economico y acaban expulsando a las empresas el proces la historia de una gran mentira 
0.1;2077;-0.1; gran noticia dos sentencias absolutorias en el mismo dia una del periodista punti dos del concejal josetellezbdn habian sido condenados por algunos antes de tiempo les pediran disculpas 
0.0;2078;0.0;despues de un silencio demasiado largo hoy hemos homenajeado a los hombres y mujeres ejecutados por el franquismo en el camp de la bota la digna presencia de maria salvo a sus anos nos ha ayudado a repetir bien alto y bien claro no volvera nunca mas en ninguna parte contra nadie 
0.4;2079;0.4;aqui una propuesta de municipalizacion de la vivienda en este caso en la ciudad de berlin a traves de la expropiacion de grandes tenedores 
0.8;2080;0.8; quot estos largos meses en prision me han permitido conocer en profundidad a un gran hombre de paz y sobre todo una buena persona gracias raul quot 
0.6;2081;-0.6;hemos aprobado un decreto contra el plastico en el ayuntamiento de barcelona se acabaron los vasos y cubiertos de plastico desechables tenemos que cambiar la forma de producir y consumir estamos comprometidos con la sostenibilidad y la vida 
0.2;2082;0.2;resumen del estudio q hice para mostrar como los organos de gobierno de las universidades catalanas se sometieron a la presion nacionalista durante el proces explico las causas y propongo soluciones la complicidad de la universidad catalana con el proces 
0.6;2083;0.6;a bcnescapital primarias estamos haciendo el programa colectivamente debatiendo entre todos afilando las mejores ideas y concretando en propuestas que hagan brillar nuestra ciudad y todo el pais ven manana a las en el centro civico convento de san agustin todo el mundo es bienvenido 
0.9;2084;0.9;en un contexto convulso donde prima la individualidad existe una red de personas q se cuidan unas a otras rompiendo la soledad no deseada es el proyecto radares que cumple anos usted inspiracion y ejemplo gracias a todo el mundo que lo ha hecho posible y por muchos anos mas 
0.5;2085;-0.5;aqui podeis ver ese gesto que para adacolau es extrano y medieval observad de que manera estas personas levantan su mano por encima de la cintura y la estrechan con el de delante se llama saludo y en occidente lo usamos para recibir a alguien de nada boubcn mwc 
